id,opera,aria,year,composer,Character,Clef 1,Clef 2,Clef 3
0398,Did07M,Quando_saprai,1780,Astarita,Enea,C-1,,
0399,Dem18M,La_destra,1733,Caldara,Dircea&Timante,C-1,C-1,
0400,Dem19M,Non_odi,1733,Caldara,Adrasto,F-4,,
0401,Dem20M,Nel_tuo,1733,Caldara,Cherinto,C-1,,
0402,Dem21M,Ah_che,1733,Caldara,Matusio,C-4,,
0403,Dem16M,Felice_eta,1733,Caldara,Creusa,C-1,,
0404,Dem17M,Perfidi_gia,1733,Caldara,Demofoonte,C-3,,
0405,DId104X,Di_quest_alma,1744,Scalabrini,Selene,C-1,,
0406,Did08M,Ogni_amator,1726,Vinci,Selene,C-1,,
0407,Dem15M,No_non,1733,Caldara,Cherinto,C-1,,
0408,Dem09M,Se_ardire,1733,Caldara,Timante,C-1,,
0409,Dem10M,Tu_sai,1733,Caldara,Creusa,C-1,,
0410,Dem07M,Il_suo,1733,Caldara,Cherinto,C-1,,
0411,Dem08M,Padre_perdona,1733,Caldara,Dircea,C-1,,
0412,Dem11M,Prudente_mi,1733,Caldara,Timante,C-1,,
0413,Dem12M,Se_tronca,1733,Caldara,Demofoonte,C-3,,
0414,Did98X,Bel_labbro,1744,Scalabrini,Araspe,C-1,,
0415,Did09M,Son_quel,1726,Vinci,Iarba,C-3,,
0416,Did11M,Tu_mi_disarmi,1780,Astarita,Iarba,F-4,,
0417,Dem02M,In_te,1733,Caldara,Dircea,C-1,,
0418,Dem03M,Per_lei,1733,Caldara,Demofoonte,C-3,,
0419,Dem04M,Sperai_vicino,1733,Caldara,Timante,C-1,,
0420,Dem01M,O_piu,1733,Caldara,Matusio,C-4,,
0421,Dem05M,Tintendo_ingrata,1733,Caldara,Cherinto,C-1,,
0422,Dem06M,Non_curo,1733,Caldara,Creusa,C-1,,
0423,DId27M,Su_la,1726,Vinci,Araspe,C-1,,
0424,Did15M,Leon_che,1726,Vinci,Iarba,C-3,,
0425,Did16M,Ardi_per,1726,Vinci,Selene,C-1,,
0426,Did35M,Se_vuoi,1726,Vinci,Didone,C-1,,
0427,Did19M,Vedi_nel,1726,Vinci,Enea,C-4,,
0428,Did14M,Pensa_che,1780,Astarita,Osmida,C-1,,
0429,Did51Xb,Ah_non_sai,1780,Astarita,Enea,C-4,,
0430,Dem01M,O_piu,1735,Leo,Matusio,C-4,,
0431,Dem02M,In_te,1735,Sarro,Dircea,C-1,,
0432,Dem03M,Per_lei,1735,Mancini,Demofoonte,C-1,,
0433,Dem04M,Sperai_vicino,1735,Leo,Timante,C-1,,
0434,Dem06M,Non_curo,1735,Sarro,Creusa,C-1,,
0435,Did36M,Son_questidoli,1726,Vinci,Osmida,C-1,,
0436,Did31M,Va_crescendo,1780,Astarita,Didone,C-1,,
0437,Did84X,Se_un,1780,Astarita,Selene,C-1,,
0438,Did24M,Chiamami_pur,1780,Astarita,Iarba,F-4,,
0439,Did105X,Sono_intrepido,1726,Vinci,Araspe,C-1,,
0440,Did17M,L_augelletto,1726,Vinci,Selene,C-1,,
0441,Did24M,Chiamami_pur,1726,Vinci,Iarba,C-3,,
0442,Did55M-ZenXb,Non_so,1780,Astarita,Araspe,C-4,,
0443,Did01M,O_piu,1775,Myslivecek,Matusio,C-4,,
0444,Did02M,In_te,1775,Myslivecek,Dircea,C-1,,
0445,Dem03M,Per_lei,1775,Myslivecek,Demofoonte,C-4,,
0446,Dem04M,Sperai_vicino,1775,Myslivecek,Timante,C-1,,
0447,Dem05M,Tintendo_ingrata,1775,Myslivecek,Cherinto,C-1,,
0448,Dem06M,Non_curo,1775,Myslivecek,Creusa,C-1,,
0449,Did53Xb,Ombra_cara,1780,Astarita,Didone,C-1,,
0450,Did44M,Prende_ardire,1726,Vinci,Didone,C-1,,
0451,Dem07M,Il_suo,1735,Leo,Cherinto,C-1,,
0452,Dem09M,Se_ardire,1735,Sarro,Timante,C-1,,
0453,Dem27X,Cangi_per,1735,Sarro,Creusa,C-1,,
0454,Dem11M,Prudente_mi,1735,Mancini,Timante,C-1,,
0455,Did106X,Vanne_a,1780,Astarita,Enea,C-4,,
0456,Dem12M,Se_tronca,1735,Leo,Demofoonte,C-1,,
0457,Dem13M,E_soccorso,1735,Mancini,Matusio,C-4,,
0458,Dem15M,No_non,1735,Sarro,Cherinto,C-1,,
0459,Dem16M,Felice_eta,1735,Mancini,Creusa,C-1,,
0460,Dem18M,La_destra,1735,Leo,Dircea&Timante,C-1,C-1,
0461,Dem20M,Nel_tuo,1735,Mancini,Cherinto,C-1,,
0462,Dem28X,Del_Sole,1735,Sarro,Matusio,C-4,,
0463,Dem01M,O_piu,1743,Jommelli,Matusio,C-3,,
0464,Dem02M,In_te,1743,Jommelli,Dircea,C-1,,
0465,Dem03M,Per_lei,1743,Jommelli,Demofoonte,C-4,,
0466,Dem08M,Padre_perdona,1775,Myslivecek,Dircea,C-1,,
0467,Dem10M,Tu_sai,1775,Myslivecek,Creusa,C-1,,
0468,Did107X,Parmi_dudir,1780,Astarita,Osmida,C-1,,
0469,Did23M,Odo_il,1735,Mancini,Demofoonte,C-1,,
0470,Dem24M,Che_mai,1735,Sarro,Dircea,C-1,,
0471,Dem25M,Non_dura,1735,Leo,Dircea,C-1,,
0472,Did31M,Va_crescendo,1776,Schuster,Didone,C-1,,
0473,Did19M,Vedi_nel,1744,Scalabrini,Enea,C-1,,
0474,Did12M,Non_ha,1744,Scalabrini,Didone,C-1,,
0475,Dem04M,Sperai_vicino,1743,Jommelli,Timante,C-1,,
0476,Dem06M,Non_curo,1743,Jommelli,Creusa,C-1,,
0477,Dem07M,Il_suo,1743,Jommelli,Cherinto,C-1,,
0478,Dem01M,O_piu,1734,Schiassi,Matusio,C-3,,
0479,Dem02M,In_te,1734,Schiassi,Dircea,C-1,,
0480,Dem53X,Io_non,1734,Schiassi,Adrasto,C-1,,
0481,Dem03M,Per_lei,1734,Schiassi,Demofoonte,C-4,,
0482,Dem04M,Sperai_vicino,1734,Schiassi,Timante,C-3,,
0483,Dem54X,Alma_piu,1734,Schiassi,Cherinto,C-1,,
0484,Did108X,Va_crudele,1780,Astarita,Didone&Enea,C-1,C-1,
0485,Did02M,Diro_che,,Galuppi,Selene,C-1,,
0486,Dem11M,Prudente_mi,1775,Myslivecek,Timante,C-1,,
0487,Dem13M,E_soccorso,1775,Myslivecek,Matusio,C-4,,
0488,Did07M,Quando_saprai,,Galuppi,Enea,C-1,,
0489,Dem15M,No_non,1775,Myslivecek,Cherinto,C-1,,
0490,Dem23M,Odo_il,1775,Myslivecek,Demofoonte,C-4,,
0491,Dem17M,Perfidi_gia,1775,Myslivecek,Demofoonte,C-4,,
0492,Dem24M,Che_mai,1775,Myslivecek,Dircea,C-1,,
0493,Did16M,Ardi_per,,Galuppi,Selene,C-1,,
0494,Dem06M,Non_curo,1734,Schiassi,Creusa,C-3,,
0495,Dem07M,Il_suo,1734,Schiassi,Cherinto,C-1,,
0496,Dem08M,Padre_perdona,1734,Schiassi,Dircea,C-1,,
0497,Dem55X,Son_qual,1734,Schiassi,Timante,C-3,,
0498,Dem10M,Tu_sai,1734,Schiassi,Creusa,C-3,,
0499,Dem11M,Prudente_mi,1737,Schiassi,Timante,C-3,,
0500,Dem08M,Padre_perdona,1747,Jommelli,Dircea,C-1,,
0501,Dem09M,Se_ardire,1747,Jommelli,Timante,C-1,,
0502,Dem09MB,Temo_in,1747,Jommelli,Matusio,C-1,,
0503,Dem12M,Se_tronca,1734,Schiassi,Demofoonte,C-4,,
0504,Dem13M,E_soccorso,1734,Schiassi,Matusio,C-3,,
0505,Dem52X,Se_ti,1775,Myslivecek,Adrasto,C-1,,
0506,Did18M,Ah_non_lasciarmi,,Galuppi,Didone,C-1,,
0507,Dem11M,Prudente_mi,1743,Jommelli,Timante,C-1,,
0508,Dem12M,Se_tronca,1743,Jommelli,Demofoonte,C-4,,
0509,Dem15M,No_non,1743,Jommelli,Cherinto,C-1,,
0510,Dem09M,Se_ardire,1775,Myslivecek,Timante,C-1,,
0511,Dem18M,La_destra,1775,Myslivecek,Dircea&Timante,C-1,C-1,
0512,Dem14XM,Lempia_mia,1734,Schiassi,Dircea,C-1,,
0513,Dem15M,No_non,1734,Schiassi,Cherinto,C-1,,
0514,Dem16M,Felice_eta,1734,Schiassi,Creusa,C-3,,
0515,Did20M,Fosca_nube,,Galuppi,Iarba,C-4,,
0516,Did41M,La_caduta,,Galuppi,Iarba,C-4,,
0517,Dem01M,O_piu,1766,Bernasconi,Matusio,C-4,,
0518,Dem02M,In_te,1766,Bernasconi,Dircea,C-1,,
0519,Dem03M,Per_lei,1766,Bernasconi,Demofoonte,C-4,,
0520,Dem04M,Sperai_vicino,1766,Bernasconi,Timante,C-1,,
0521,Dem05M,Tintendo_ingrata,1766,Bernasconi,Cherinto,C-1,,
0522,Dem06M,Non_curo,1766,Bernasconi,Creusa,C-1,,
0523,Dem07M,Il_suo,1766,Bernasconi,Cherinto,C-1,,
0524,Dem08M,Padre_perdona,1766,Bernasconi,Dircea,C-1,,
0525,Dem09M,Se_ardire,1766,Bernasconi,Timante,C-1,,
0526,Dem10M,Tu_sai,1766,Bernasconi,Creusa,C-1,,
0527,Dem11M,Prudente_mi,1766,Bernasconi,Timante,C-1,,
0528,Dem13M,E_soccorso,1766,Bernasconi,Matusio,C-4,,
0529,Dem15M,No_non,1766,Bernasconi,Cherinto,C-1,,
0530,Dem17M,Perfidi_gia,1766,Bernasconi,Demofoonte,C-4,,
0531,Dem18M,La_destra,1766,Bernasconi,Dircea&Timante,C-1,C-1,
0532,Dem19M,Non_odi,1766,Bernasconi,Adrasto,C-1,,
0533,Dem20M,Nel_tuo,1766,Bernasconi,Cherinto,C-1,,
0534,Dem21M,Ah_che,1766,Bernasconi,Matusio,C-4,,
0535,Dem23M,Odo_il,1766,Bernasconi,Demofoonte,C-4,,
0536,Dem24M,Che_mai,1766,Bernasconi,Dircea,C-1,,
0537,Dem25M,Non_dura,1766,Bernasconi,Creusa,C-1,,
0538,Dem16M,Felice_eta,1743,Jommelli,Creusa,C-1,,
0539,Dem17M,Perfidi_gia,1743,Jommelli,Demofoonte,C-4,,
0540,Dem01M,O_piu,1748,Hasse,Matusio,C-3,,
0541,Dem02M,In_te,1748,Hasse,Dircea,C-1,,
0542,Dem11M,Prudente_mi,1748,Hasse,Timante,C-1,,
0543,Dem18M,La_destra,1754,Manna,Dircea&Timante,C-1,C-1,
0544,Dem11M,Prudente_mi,1754,Manna,Timante,C-1,,
0545,Dem20M,Nel_tuo,1754,Manna,Cherinto,C-1,,
0546,Dem56X,Parto_oh_dio,1754,Manna,Matusio,C-4,,
0547,Dem23M,Odo_il,1754,Manna,Demofoonte,C-4,,
0548,Dem24M,Che_mai,1754,Manna,Dircea,C-1,,
0549,Dem17M,Perfidi_gia,1754,Manna,"Dircea,Timante&Demofoonte",C-1,C-3,C-4
0550,Dem19M,Non_odi,1734,Schiassi,Adrasto,C-1,,
0551,Dem20M,Nel_tuo,1734,Schiassi,Cherinto,C-1,,
0552,Dem22M,Misero_pargoletto,1734,Schiassi,Timante,C-3,,
0553,Dem23M,Odo_il,1734,Schiassi,Demofoonte,C-4,,
0554,Dem24M,Che_mai,1734,Schiassi,Dircea,C-1,,
0555,Dem25M,Non_dura,1734,Schiassi,Creusa,C-3,,
0556,Dem25M,Non_dura,1748,Hasse,Creusa,C-1,,
0557,Dem03M,Per_lei,1754,Manna,Demofoonte,C-4,,
0558,Dem10M,Tu_sai,1754,Manna,Creusa,C-3,,
0559,Dem17M,Perfidi_gia,1754,Manna,Demofoonte,C-4,,
0560,Dem19M,Non_odi,1754,Manna,Adrasto,C-3,,
0561,Dem01M,O_piu,1758,Hasse,Matusio,C-4,,
0562,Dem02M,In_te,1758,Hasse,Dircea,C-1,,
0563,Dem03M,Per_lei,1758,Hasse,Demofoonte,C-4,,
0564,Dem04M,Sperai_vicino,1758,Hasse,Timante,C-1,,
0565,Dem06M,Non_curo,1758,Hasse,Creusa,C-1,,
0566,Dem07M,Il_suo,1758,Hasse,Cherinto,C-3,,
0567,Dem08M,Padre_perdona,1758,Hasse,Dircea,C-1,,
0568,Dem39X,Per_lei_mi,1758,Hasse,Timante,C-1,,
0569,Dem10M,Tu_sai,1758,Hasse,Creusa,C-1,,
0570,Dem11M,Prudente_mi,1758,Hasse,Timante,C-1,,
0571,Dem12M,Se_tronca,1758,Hasse,Demofoonte,C-4,,
0572,Dem15M,No_non,1758,Hasse,Cherinto,C-3,,
0573,Dem16M,Felice_eta,1758,Hasse,Creusa,C-1,,
0574,Dem17M,Perfidi_gia,1758,Hasse,Demofoonte,C-4,,
0575,Dem18M,La_destra,1758,Hasse,Dircea&Timante,C-1,C-1,
0576,Dem19M,Non_odi,1758,Hasse,Adrasto,C-1,,
0577,Dem20M,Nel_tuo,1758,Hasse,Cherinto,C-3,,
0578,Dem23M,Odo_il,1758,Hasse,Demofoonte,C-4,,
0579,Dem24M,Che_mai,1758,Hasse,Dircea,C-1,,
0580,Dem07M,Il_suo,1771,Sarti,Cherinto,C-4,,
0581,Dem13M,E_soccorso,1771,Sarti,Matusio,C-4,,
0582,Dem15M,No_non,1771,Sarti,Cherinto,C-4,,
0583,Dem01M,O_piu,1743,Gluck,Matusio,C-4,,
0584,Dem02M,In_te,1743,Gluck,Dircea,C-1,,
0585,Dem03M,Per_lei,1743,Gluck,Demofoonte,C-4,,
0586,Dem04M,Sperai_vicino,1743,Gluck,Timante,C-1,,
0587,Dem05M,Tintendo_ingrata,1743,Gluck,Cherinto,C-3,,
0588,Dem06M,Non_curo,1743,Gluck,Creusa,C-1,,
0589,Dem07M,Il_suo,1743,Gluck,Cherinto,C-3,,
0590,Dem08M,Padre_perdona,1743,Gluck,Dircea,C-1,,
0591,Dem10M,Tu_sai,1743,Gluck,Creusa,C-1,,
0592,Dem11M,Prudente_mi,1743,Gluck,Timante,C-1,,
0593,Dem12M,Se_tronca,1743,Gluck,Demofoonte,C-4,,
0594,Dem13M,E_soccorso,1743,Gluck,Matusio,C-4,,
0595,Dem14M,Se_tutti,1743,Gluck,Dircea,C-1,,
0596,Dem15M,No_non,1743,Gluck,Cherinto,C-3,,
0597,Dem16M,Felice_eta,1743,Gluck,Creusa,C-1,,
0598,Dem21M,Ah_che,1743,Gluck,Matusio,C-4,,
0599,Dem22M,Misero_pargoletto,1743,Gluck,Timante,C-1,,
0600,Dem24M,Che_mai,1743,Gluck,Dircea,C-1,,
0601,Dem20M,Nel_tuo,1743,Gluck,Cherinto,C-3,,
0602,Dem25M,Non_dura,1743,Gluck,Creusa,C-1,,
0603,Dem19M,Non_odi,1743,Gluck,Adrasto,C-1,,
0604,Dem23M,Odo_il,1743,Gluck,Demofoonte,C-4,,
0605,Dem50M-Oli16X,Gemo_in,1743,Gluck,Timante,C-1,,
0606,Dem18M,La_destra,1743,Gluck,Dircea&Timante,C-1,C-1,
0607,Dem67M,Non_e_ver,1743,Gluck,Adrasto,C-1,,
0608,Dem03M,Per_lei,1748,Hasse,Demofoonte,C-4,,
0609,Dem24M,Che_mai,1748,Hasse,Dircea,C-1,,
0610,Dem06M,Non_curo,1748,Hasse,Creusa,C-1,,
0611,Dem15M,No_non,1754,Manna,Cherinto,C-1,,
0612,Dem12M,Se_tronca,1754,Manna,Demofoonte,C-4,,
0613,Dem01M,O_piu,1761,Piccinni,Matusio,C-4,,
0614,Dem02M,In_te,1761,Piccinni,Dircea,C-1,,
0615,Dem03M,Per_lei,1761,Piccinni,Demofoonte,C-4,,
0616,Dem04M,Sperai_vicino,1761,Piccinni,Timante,C-1,,
0617,Dem40X,Parto_crudel,1761,Piccinni,Cherinto,C-1,,
0618,Dem41X,Piu_non,1761,Piccinni,Creusa,C-1,,
0619,Dem42X,Di_quel,1761,Piccinni,Cherinto,C-1,,
0620,Dem09M,Se_ardire,1761,Piccinni,Timante,C-1,,
0621,Dem08M,Padre_perdona,1761,Piccinni,Dircea,C-1,,
0622,Dem11M,Prudente_mi,1761,Piccinni,Timante,C-1,,
0623,Dem43X,Del_genitor,1761,Piccinni,Demofoonte,C-4,,
0624,Dem13M,E_soccorso,1761,Piccinni,Matusio,C-4,,
0625,Dem18M,La_destra,1761,Piccinni,"Dircea,Timante",C-1,C-1,
0626,Dem44X,Se_potesse,1761,Piccinni,Dircea,C-1,,
0627,Dem15M,No_non,1761,Piccinni,Cherinto,C-1,,
0628a,Dem61X,Si_tintendo,1761,Piccinni,Creusa,C-1,,
0628b,Dem65X-61X,Non_temer,1761,Piccinni,Creusa,C-1,,
0629,Dem17M,Perfidi_gia,1761,Piccinni,Demofoonte,C-4,,
0630,Dem19M,Non_odi,1761,Piccinni,Adrasto,C-1,,
0631,Dem45X,Di_speme,1761,Piccinni,Cherinto,C-1,,
0632,Dem46X,E_cessato,1761,Piccinni,Matusio,C-4,,
0633,Dem25M,Non_dura,1761,Piccinni,Creusa,C-1,,
0634,Dem47X,Perche_perche,1761,Piccinni,Dircea,C-1,,
0635,Ale01M,E_prezzo,1730,Vinci,Gandarte,C-4,,
0636,Ale02M,Vedrai_con,1730,Vinci,Poro,C-1,,
0637,Ale03M,Vil_trofeo,1730,Vinci,Alessandro,C-1,,
0638,Ale04M,Chi_vive,1730,Vinci,Erissena,C-1,,
0639,Ale05M,O_sugli,1730,Vinci,Timagene,C-3,,
0640,Ale06M,Se_mai,1730,Vinci,Poro,C-1,,
0641,Ale07M,Se_mai,1730,Vinci,Cleofide,C-1,,
0642,Ale08M,Se_possono,1730,Vinci,Poro,C-1,,
0643,Ale09M,Compagni nell,1730,Vinci,Erissena,C-1,,
0644,Ale10M,Voi_che,1730,Vinci,Gandarte,C-4,,
0645,Ale11M,Se_amore,1730,Vinci,Alessandro,C-1,,
0646,Ale06M-Ale07M,Se_mai,1730,Vinci,"Cleofide,Poro",C-1,C-1,
0647,Ale12M,Non_sarei,1730,Vinci,Erissena,C-1,,
0648,Ale13M,Senza_procelle,1730,Vinci,Poro,C-1,,
0649,Ale15M,Dun_barbaro,1730,Vinci,Alessandro,C-1,,
0650,Ale16M,Digli_che,1730,Vinci,Cleofide,C-1,,
0651,Ale17M,Destrier_che,1730,Vinci,Poro,C-1,,
0652,Ale18M,E_ver,1730,Vinci,Timagene,C-3,,
0653,Ale19M,Se_e,1730,Vinci,Alessandro,C-1,,
0654,Ale20M,Se_il,1730,Vinci,"Cleofide,Poro",C-1,,
0655,Ale21M,Se_viver,1730,Vinci,Gandarte,C-4,,
0656,Ale22M,Di_rendermi,1730,Vinci,Erissena,C-1,,
0657,Ale23M,Risveglia_lo,1730,Vinci,Poro,C-1,,
0658,Ale24M,Se_troppo,1730,Vinci,Cleofide,C-1,,
0659,Ale25M,Come_il,1730,Vinci,Erissena,C-1,,
0660,Ale26M,Serbati_a,1730,Vinci,Alessandro,C-1,,
0661,Ale28M,Dove_si,1730,Vinci,Poro,C-1,,
0662,Ale29M,Mio_ben,1730,Vinci,Gandarte,C-4,,
0663,Ale30M,Son_confusa,1730,Vinci,Erissena,C-1,,
0664,Ale31M,Ombra_dell,1730,Vinci,Cleofide,C-1,,
0665,Did23M,Veggio_la,-,Galuppi,Selene,C-1,,
0666,Did29M,A-trionfar,-,Galuppi,Selene,C-1,,
0667,Did02M,Diro_che,1764,Galuppi,Selene,C-1,,
0668,Ale01M,E_prezzo,1755,Galuppi,Gandarte,C-1,,
0669,Ale02M,Vedrai_con,1755,Galuppi,Poro,C-1,,
0670,Ale03M,Vil_trofeo,1755,Galuppi,Alessandro,C-1,,
0671,Ale04M,Chi_vive,1755,Galuppi,Erissena,C-1,,
0672,Ale05M,O_sugli,1755,Galuppi,Timagene,C-1,,
0673,Ale06M,Se_mai,1755,Galuppi,Poro,C-1,,
0674,Ale07M,Se_mai,1755,Galuppi,Cleofide,C-1,,
0675,Ale08M,Se_possono,1755,Galuppi,Poro,C-1,,
0676,Ale57X,Non_va,1755,Galuppi,Gandarte,C-1,,
0677,Ale11M,Se_amore,1755,Galuppi,Alessandro,C-4,,
0678,Ale06M-Ale07M,Se_mai,1755,Galuppi,"Cleofide,Poro",C-1,C-1,
0679,Ale58X,Frangi_la,1755,Galuppi,Gandarte,C-1,,
0680,Ale12M,Non_sarei,1755,Galuppi,Erissena,C-3,,
0681,Ale59X,Se_vuol,1755,Galuppi,Alessandro,C-4,,
0682,Ale16M,Digli_che,1755,Galuppi,Cleofide,C-1,,
0683,Ale17M,Destrier_che,1755,Galuppi,Poro,C-1,,
0684,Did04M,Tu_mi_scorgi,1764,Galuppi,Osmida,C-4,,
0685,Did05M,Fra_lo,1764,Galuppi,Iarba,C-4,,
0686,Did06M,Se_dalle,1764,Galuppi,Araspe,C-3,,
0687,Did11M,Tu_mi_disarmi,1764,Galuppi,Iarba,C-4,,
0688,Did14M,Pensa_che,1764,Galuppi,Osmida,C-4,,
0689,Did30M,Nel_duol,1764,Galuppi,Selene,C-1,,
