Act,ActAndScene,AriaId,AriaLabel,AriaName,AriaOpera,Character,City,Clef1,Clef2,Clef3,Composer,Decade,EndOfThemeA,FamilyBr_Notes,FamilyBr_NotesMean,FamilyBr_NumberOfFilteredParts,FamilyBr_NumberOfParts,FamilyBr_SoundingMeasures,FamilyBr_SoundingMeasuresMean,FamilyInstrumentation,FamilyScoring,FamilyStr_Notes,FamilyStr_NotesMean,FamilyStr_NumberOfFilteredParts,FamilyStr_NumberOfParts,FamilyStr_SoundingMeasures,FamilyStr_SoundingMeasuresMean,FamilyVoice_Notes,FamilyVoice_NotesMean,FamilyVoice_NumberOfFilteredParts,FamilyVoice_NumberOfParts,FamilyVoice_SoundingMeasures,FamilyVoice_SoundingMeasuresMean,FamilyWw_Notes,FamilyWw_NotesMean,FamilyWw_NumberOfFilteredParts,FamilyWw_NumberOfParts,FamilyWw_SoundingMeasures,FamilyWw_SoundingMeasuresMean,FileName,Form,Gender,Instrumentation,Label_BasicPassion,Label_Passions,Label_Sentiment,Label_Time,Librettist,Measures,PartAlt_DynAbruptness,PartAlt_DynGrad,PartAlt_DynMean,PartAlt_DynMean_weighted,PartAlt_Notes,PartAlt_SoundingMeasures,PartBar_DynAbruptness,PartBar_DynGrad,PartBar_DynMean,PartBar_DynMean_weighted,PartBar_Notes,PartBar_SoundingMeasures,PartBass_DynAbruptness,PartBass_DynGrad,PartBass_DynMean,PartBass_DynMean_weighted,PartBass_Notes,PartBass_SoundingMeasures,PartBnII_DynAbruptness,PartBnII_DynGrad,PartBnII_DynMean,PartBnII_DynMean_weighted,PartBnII_Notes,PartBnII_SoundingMeasures,PartBnI_DynAbruptness,PartBnI_DynGrad,PartBnI_DynMean,PartBnI_DynMean_weighted,PartBnI_Notes,PartBnI_SoundingMeasures,PartBn_DynAbruptness,PartBn_DynGrad,PartBn_DynMean,PartBn_DynMean_weighted,PartBn_Notes,PartBn_SoundingMeasures,PartBs_DynAbruptness,PartBs_DynGrad,PartBs_DynMean,PartBs_DynMean_weighted,PartBs_Notes,PartBs_SoundingMeasures,PartClII_DynAbruptness,PartClII_DynGrad,PartClII_DynMean,PartClII_DynMean_weighted,PartClII_Notes,PartClII_SoundingMeasures,PartClI_DynAbruptness,PartClI_DynGrad,PartClI_DynMean,PartClI_DynMean_weighted,PartClI_Notes,PartClI_SoundingMeasures,PartCl_DynAbruptness,PartCl_DynGrad,PartCl_DynMean,PartCl_DynMean_weighted,PartCl_Notes,PartCl_SoundingMeasures,PartFlII_DynAbruptness,PartFlII_DynGrad,PartFlII_DynMean,PartFlII_DynMean_weighted,PartFlII_Notes,PartFlII_SoundingMeasures,PartFlI_DynAbruptness,PartFlI_DynGrad,PartFlI_DynMean,PartFlI_DynMean_weighted,PartFlI_Notes,PartFlI_SoundingMeasures,PartHnII_DynAbruptness,PartHnII_DynGrad,PartHnII_DynMean,PartHnII_DynMean_weighted,PartHnII_Notes,PartHnII_SoundingMeasures,PartHnI_DynAbruptness,PartHnI_DynGrad,PartHnI_DynMean,PartHnI_DynMean_weighted,PartHnI_Notes,PartHnI_SoundingMeasures,PartHn_DynAbruptness,PartHn_DynGrad,PartHn_DynMean,PartHn_DynMean_weighted,PartHn_Notes,PartHn_SoundingMeasures,PartObII_DynAbruptness,PartObII_DynGrad,PartObII_DynMean,PartObII_DynMean_weighted,PartObII_Notes,PartObII_SoundingMeasures,PartObI_DynAbruptness,PartObI_DynGrad,PartObI_DynMean,PartObI_DynMean_weighted,PartObI_Notes,PartObI_SoundingMeasures,PartOb_DynAbruptness,PartOb_DynGrad,PartOb_DynMean,PartOb_DynMean_weighted,PartOb_Notes,PartOb_SoundingMeasures,PartSop_DynAbruptness,PartSop_DynGrad,PartSop_DynMean,PartSop_DynMean_weighted,PartSop_Notes,PartSop_SoundingMeasures,PartTen_DynAbruptness,PartTen_DynGrad,PartTen_DynMean,PartTen_DynMean_weighted,PartTen_Notes,PartTen_SoundingMeasures,PartTptII_DynAbruptness,PartTptII_DynGrad,PartTptII_DynMean,PartTptII_DynMean_weighted,PartTptII_Notes,PartTptII_SoundingMeasures,PartTptI_DynAbruptness,PartTptI_DynGrad,PartTptI_DynMean,PartTptI_DynMean_weighted,PartTptI_Notes,PartTptI_SoundingMeasures,PartVaII_DynAbruptness,PartVaII_DynGrad,PartVaII_DynMean,PartVaII_DynMean_weighted,PartVaII_Notes,PartVaII_SoundingMeasures,PartVaI_DynAbruptness,PartVaI_DynGrad,PartVaI_DynMean,PartVaI_DynMean_weighted,PartVaI_Notes,PartVaI_SoundingMeasures,PartVa_DynAbruptness,PartVa_DynGrad,PartVa_DynMean,PartVa_DynMean_weighted,PartVa_Notes,PartVa_SoundingMeasures,PartVnIII_DynAbruptness,PartVnIII_DynGrad,PartVnIII_DynMean,PartVnIII_DynMean_weighted,PartVnIII_Notes,PartVnIII_SoundingMeasures,PartVnII_DynAbruptness,PartVnII_DynGrad,PartVnII_DynMean,PartVnII_DynMean_weighted,PartVnII_Notes,PartVnII_SoundingMeasures,PartVnIV_DynAbruptness,PartVnIV_DynGrad,PartVnIV_DynMean,PartVnIV_DynMean_weighted,PartVnIV_Notes,PartVnIV_SoundingMeasures,PartVnI_DynAbruptness,PartVnI_DynGrad,PartVnI_DynMean,PartVnI_DynMean_weighted,PartVnI_Notes,PartVnI_SoundingMeasures,RoleType,Scene,Score_DynAbruptness,Score_DynGrad,Score_DynMean,Score_DynMean_weighted,Score_Notes,Score_NotesMean,Score_NumberOfFilteredParts,Score_NumberOfParts,Score_SoundingMeasures,Score_SoundingMeasuresMean,Scoring,SoundAlt_Notes,SoundAlt_NotesMean,SoundAlt_NumberOfFilteredParts,SoundAlt_NumberOfParts,SoundAlt_SoundingMeasures,SoundAlt_SoundingMeasuresMean,SoundBar_Notes,SoundBar_NotesMean,SoundBar_NumberOfFilteredParts,SoundBar_NumberOfParts,SoundBar_SoundingMeasures,SoundBar_SoundingMeasuresMean,SoundBass_Notes,SoundBass_NotesMean,SoundBass_NumberOfFilteredParts,SoundBass_NumberOfParts,SoundBass_SoundingMeasures,SoundBass_SoundingMeasuresMean,SoundBn_Notes,SoundBn_NotesMean,SoundBn_NumberOfFilteredParts,SoundBn_NumberOfParts,SoundBn_SoundingMeasures,SoundBn_SoundingMeasuresMean,SoundBs_Notes,SoundBs_NotesMean,SoundBs_NumberOfFilteredParts,SoundBs_NumberOfParts,SoundBs_SoundingMeasures,SoundBs_SoundingMeasuresMean,SoundCl_Notes,SoundCl_NotesMean,SoundCl_NumberOfFilteredParts,SoundCl_NumberOfParts,SoundCl_SoundingMeasures,SoundCl_SoundingMeasuresMean,SoundFl_Notes,SoundFl_NotesMean,SoundFl_NumberOfFilteredParts,SoundFl_NumberOfParts,SoundFl_SoundingMeasures,SoundFl_SoundingMeasuresMean,SoundHn_Notes,SoundHn_NotesMean,SoundHn_NumberOfFilteredParts,SoundHn_NumberOfParts,SoundHn_SoundingMeasures,SoundHn_SoundingMeasuresMean,SoundOb_Notes,SoundOb_NotesMean,SoundOb_NumberOfFilteredParts,SoundOb_NumberOfParts,SoundOb_SoundingMeasures,SoundOb_SoundingMeasuresMean,SoundScoring,SoundSop_Notes,SoundSop_NotesMean,SoundSop_NumberOfFilteredParts,SoundSop_NumberOfParts,SoundSop_SoundingMeasures,SoundSop_SoundingMeasuresMean,SoundTen_Notes,SoundTen_NotesMean,SoundTen_NumberOfFilteredParts,SoundTen_NumberOfParts,SoundTen_SoundingMeasures,SoundTen_SoundingMeasuresMean,SoundTpt_Notes,SoundTpt_NotesMean,SoundTpt_NumberOfFilteredParts,SoundTpt_NumberOfParts,SoundTpt_SoundingMeasures,SoundTpt_SoundingMeasuresMean,SoundVa_Notes,SoundVa_NotesMean,SoundVa_NumberOfFilteredParts,SoundVa_NumberOfParts,SoundVa_SoundingMeasures,SoundVa_SoundingMeasuresMean,SoundVn_Notes,SoundVn_NotesMean,SoundVn_NumberOfFilteredParts,SoundVn_NumberOfParts,SoundVn_SoundingMeasures,SoundVn_SoundingMeasuresMean,Territory,Voices,Year
3,304,0346,Did31M,Va_crescendo,Did,Didone,Venice,C-1,,,Gian Francesco de Majo,1760s,31.0,48.0,24.0,2.0,2.0,28.0,14.0,"ww,br,str","ww,br,voice,str",592,148.0,4,4,124,31.0,52,52.0,1,1,17,17.0,76.0,19.0,4.0,4.0,34.0,8.5,Did31M-Va_crescendo-1769-Majo[3.04][0346].xml,AA,Female,"fl,ob,hn,vn,va,bs",,,,,Pietro Metastasio,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6139784946236557,13.505555555555555,68.71428571428571,67.06451612903226,113,31,,,,,,,,,,,,,,,,,,,12.01372549019608,25.52916666666667,49.55555555555556,87.05882352941177,38.0,17.0,10.572549019607845,22.46666666666667,49.55555555555556,87.05882352941177,38.0,17.0,14.793650793650794,25.88888888888889,49.55555555555556,58.714285714285715,24.0,14.0,13.043650793650794,22.82638888888889,49.55555555555556,58.714285714285715,24.0,14.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,52.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6139784946236557,13.505555555555555,68.71428571428571,67.06451612903226,113.0,31.0,,,,,,,10.606880113229849,54.80221391835422,68.71428571428571,68.08602150537634,153,31,,,,,,,2.5102918586789555,12.96984126984127,68.71428571428571,67.54838709677419,213,31,Female lover 1,04,8.596088132282704,23.936784676302214,59.13492063492063,70.16370741845125,768,69.81818181818181,11,11,203,18.454545454545453,"flI,flII,obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,113,113.0,1,1,31,31.0,,,,,,,76.0,38.0,2.0,2.0,34.0,17.0,48.0,24.0,2.0,2.0,28.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,"fl,ob,hn,sop,vn,va,bs",52.0,52.0,1.0,1.0,17.0,17.0,,,,,,,,,,,,,113,113.0,1,1,31,31.0,366,183.0,2,2,62,31.0,Italy,sop,1769
3,306,0772,Did31M,Va_crescendo,Did,Didone,Venice,C-1,,,Baldassare Galuppi,1760s,80.0,92.0,46.0,2.0,2.0,72.0,36.0,"ww,br,str","ww,br,voice,str",975,243.75,4,4,320,80.0,130,130.0,1,1,48,48.0,319.0,159.5,2.0,2.0,140.0,70.0,Did31M-Va_crescendo-1764-Galuppi[3.06][0772].xml,AA',Female,"fl,hn,vn,va,bs",,,,,Pietro Metastasio,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7133046096345514,14.26609219269103,72.4,25.75,246,80,,,,,,,,,,,,,,,,,,,0.9762925170068026,11.390079365079364,51.714285714285715,15.428571428571429,159.0,70.0,0.9762925170068026,11.390079365079364,51.714285714285715,15.428571428571429,160.0,70.0,4.2151587301587305,11.672747252747254,36.357142857142854,47.24074074074074,46.0,36.0,4.190853174603174,11.60543956043956,36.357142857142854,47.24074074074074,46.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,130.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7133046096345514,14.26609219269103,72.4,25.75,246.0,80.0,,,,,,,0.7133046096345514,14.26609219269103,72.4,25.75,239,80,,,,,,,0.7133046096345514,14.26609219269103,72.4,25.75,244,80,Female lover 1,06,1.6514769221642145,12.890339289263707,58.21785714285714,28.54232804232804,1516,168.44444444444446,9,9,580,64.44444444444444,"flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,246,246.0,1,1,80,80.0,,,,,,,319.0,159.5,2.0,2.0,140.0,70.0,92.0,46.0,2.0,2.0,72.0,36.0,,,,,,,"fl,hn,sop,vn,va,bs",130.0,130.0,1.0,1.0,48.0,48.0,,,,,,,,,,,,,246,246.0,1,1,80,80.0,483,241.5,2,2,160,80.0,Italy,sop,1764
3,307,0301,Did31M,Va_crescendo,Did,Didone,Prague,C-1,,,Antonio Boroni,1760s,48.0,8.0,4.0,2.0,2.0,8.0,4.0,"br,str","br,voice,str",1312,328.0,4,4,192,48.0,199,199.0,1,1,31,31.0,,,,,,,Did31M-Va_crescendo-1768-Boroni[3.07][0301].xml,AA,Female,"hn,vn,va,bs",sadness,despair,Negative,Future,Pietro Metastasio,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1748059640522877,14.097671568627453,51.111111111111114,60.0625,221,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.488095238095238,9.952380952380953,29.333333333333332,77.0,4.0,4.0,2.357142857142857,9.428571428571429,29.333333333333332,77.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,199.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1748059640522877,14.097671568627453,51.111111111111114,60.0625,205.0,48.0,,,,,,,1.7178074117073727,18.323279058211977,54.8,60.572916666666664,460,48,,,,,,,1.7178074117073727,18.323279058211977,54.8,60.572916666666664,426,48,Female lover 1,07,1.771744141126236,14.03714227243854,45.08148148148148,65.87847222222223,1519,217.0,7,7,231,33.0,"hnI,hnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,221,221.0,1,1,48,48.0,,,,,,,,,,,,,8.0,4.0,2.0,2.0,8.0,4.0,,,,,,,"hn,sop,vn,va,bs",199.0,199.0,1.0,1.0,31.0,31.0,,,,,,,,,,,,,205,205.0,1,1,48,48.0,886,443.0,2,2,96,48.0,Empire,sop,1768
3,307,0300,Did30M,Nel_duol,Did,Selene,Prague,C-1,,,Antonio Boroni,1760s,46.0,,,,,,,"ww,str","ww,voice,str",779,194.75,4,4,181,45.25,136,136.0,1,1,28,28.0,262.0,131.0,2.0,2.0,58.0,29.0,Did30M-Nel_duol-1768-Boroni[3.07][0300].xml,AAA,Female,"bn,vn,va,bs",,,,,Pietro Metastasio,46,,,,,,,,,,,,,,,,,,,0.326867816091954,6.319444444444444,34.25,37.793103448275865,122.0,29.0,0.326867816091954,6.319444444444444,34.25,37.793103448275865,140.0,29.0,,,,,,,3.2968198840801146,25.27561911128088,70.0,68.71195652173913,166,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,136.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2968198840801146,25.27561911128088,70.0,68.71195652173913,169.0,46.0,,,,,,,1.911669435215947,12.646428571428572,65.0,71.91279069767442,201,43,,,,,,,2.6930900621118012,20.64702380952381,70.0,69.34782608695652,243,46,Female lover 2,07,1.9753558162786475,16.08059658206717,57.25,59.04512278744349,1177,168.14285714285714,7,7,267,38.142857142857146,"bnI,bnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,262.0,131.0,2.0,2.0,58.0,29.0,166,166.0,1,1,46,46.0,,,,,,,,,,,,,,,,,,,,,,,,,"bn,sop,vn,va,bs",136.0,136.0,1.0,1.0,28.0,28.0,,,,,,,,,,,,,169,169.0,1,1,46,46.0,444,222.0,2,2,89,44.5,Empire,sop,1768
3,308,0213,Did29M,A_trionfar,Did,Enea,Wermsdorf,C-3,,,Johann Adolph Hasse,1740s,97.0,623.0,311.5,2.0,2.0,176.0,88.0,"ww,br,str","ww,br,voice,str",1827,456.75,4,4,388,97.0,248,248.0,1,1,59,59.0,988.0,247.0,4.0,4.0,160.0,40.0,Did29M-A_trionfar-1742-Hasse[3.08][0213].xml,Dal segno,Male,"fl,ob,hn,vn,va,bs",,,,,Pietro Metastasio,97,0.0,0.0,0.0,0.0,248.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705884018550771,15.042795436311344,58.0,54.81185567010309,367,97,,,,,,,,,,,,,,,,,,,0.13125,3.5,44.0,33.0,247.0,40.0,0.13125,3.5,44.0,33.0,247.0,40.0,3.2353995974316834,22.77721316591905,40.65384615384615,32.67329545454545,309.0,88.0,3.2863502807353084,23.13590597637657,40.65384615384615,32.67329545454545,314.0,88.0,,,,,,,0.13125,3.5,44.0,33.0,247.0,40.0,0.13125,3.5,44.0,33.0,247.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3564563843293225,13.157626927994428,62.904761904761905,54.9819587628866,392.0,97.0,,,,,,,1.901452806321834,17.565802115544564,64.04545454545455,64.2048969072165,534,97,,,,,,,1.901452806321834,17.565802115544564,64.04545454545455,64.2048969072165,534,97,Male lover 1,08,1.3911995893690754,12.324514573769052,50.630336330336334,43.55501991565136,3686,335.09090909090907,11,11,783,71.18181818181819,"flI,flII,obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",248.0,248.0,1.0,1.0,59.0,59.0,,,,,,,,,,,,,,,,,,,367,367.0,1,1,97,97.0,,,,,,,494.0,247.0,2.0,2.0,80.0,40.0,623.0,311.5,2.0,2.0,176.0,88.0,494.0,247.0,2.0,2.0,80.0,40.0,"fl,ob,hn,alt,vn,va,bs",,,,,,,,,,,,,,,,,,,392,392.0,1,1,97,97.0,1068,534.0,2,2,194,97.0,Empire,alt,1742
3,316,0131,Did33M,Cadra_fra,Did,Iarba,Naples,C-4,,,Domenico Natale Sarro,1730s,32.0,,,,,,,str,"voice,str",1052,263.0,4,4,128,32.0,150,150.0,1,1,20,20.0,,,,,,,Did33M-Cadra_fra-1730-Sarro[3.16][0131].xml,Da capo,Male,"vn,va,bs",hatred,contempt,Negative,Future,Pietro Metastasio,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3916080235212749,7.160832430103312,68.5,63.19921875,260,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,150.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3916080235212749,7.160832430103312,68.5,63.19921875,260.0,32.0,,,,,,,0.3916080235212749,7.160832430103312,68.5,63.19921875,266,32,,,,,,,0.3916080235212749,7.160832430103312,68.5,63.19921875,266,32,Male lover 2,16,0.3916080235212749,7.160832430103312,68.5,63.19921875,1202,240.4,5,5,148,29.6,"ten,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,260,260.0,1,1,32,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"ten,vn,va,bs",,,,,,,150.0,150.0,1.0,1.0,20.0,20.0,,,,,,,260,260.0,1,1,32,32.0,532,266.0,2,2,64,32.0,Italy,ten,1730
3,307,0210,Did29M,A_trionfar,Did,Enea,Vienna,C-1,,,Niccolò Jommelli,1740s,133.0,354.0,177.0,2.0,2.0,140.0,70.0,"ww,br,str","ww,br,voice,str",3155,631.0,5,5,648,129.6,335,335.0,1,1,90,90.0,1363.0,340.75,4.0,4.0,302.0,75.5,Did29M-A_trionfar-1749-Jommelli[3.07][0210].xml,Dal segno,Male,"fl,ob,hn,vn,va,bs",joy,"pride,boldness",Positive,Future,Pietro Metastasio,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5006964738515146,6.813048447765253,67.6896551724138,66.3484251968504,625,127,,,,,,,,,,,,,,,,,,,0.4827107316696283,6.918853820598006,42.526315789473685,55.42635658914729,397.0,86.0,0.4827107316696283,6.918853820598006,42.526315789473685,55.42635658914729,431.0,86.0,0.36354351997209144,4.7715086996337,42.35294117647059,63.84285714285714,177.0,70.0,0.36354351997209144,4.7715086996337,42.35294117647059,63.84285714285714,177.0,70.0,,,,,,,0.3964343621296864,5.153646707685923,44.375,66.64615384615385,265.0,65.0,0.3964343621296864,5.153646707685923,44.375,66.64615384615385,270.0,65.0,,,,,,,0.0,0.0,0.0,0.0,335.0,90.0,,,,,,,,,,,,,,,,,,,0.2436197290363957,5.0775480367585635,68.8,61.0,639.0,132.0,0.2407437243903409,4.802837301587301,69.71428571428571,65.83458646616542,661.0,133.0,,,,,,,,,,,,,0.4906183362523905,6.675913789720028,69.37931034482759,68.63779527559055,604,127,,,,,,,0.6559120625357837,8.188321554882203,62.875,66.27002583979328,626,129,Male lover 1,07,0.41972432305538526,5.931426144231692,54.26970592394687,63.62923344861056,5207,433.9166666666667,12,12,1180,98.33333333333333,"flI,flII,obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",,,,,,,,,,,,,,,,,,,,,,,,,625,625.0,1,1,127,127.0,,,,,,,828.0,414.0,2.0,2.0,172.0,86.0,354.0,177.0,2.0,2.0,140.0,70.0,535.0,267.5,2.0,2.0,130.0,65.0,"fl,ob,hn,sop,vn,va,bs",335.0,335.0,1.0,1.0,90.0,90.0,,,,,,,,,,,,,1300,650.0,2,2,265,132.5,1230,615.0,2,2,256,128.0,Empire,sop,1749
3,308,0326,Did33M,Cadra_fra,Did,Iarba,Hamburg,C-4,,,Paolo Scalabrini,1740s,51.0,,,,,,,str,"voice,str",1255,313.75,4,4,204,51.0,144,144.0,1,1,27,27.0,,,,,,,Did33M-Cadra_fra-1744-Scalabrini[3.08][0326].xml,Da capo,Male,"vn,va,bs",,,,,Pietro Metastasio,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7434399138443256,9.478858901515151,69.6470588235294,72.8970588235294,261,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,144.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6659271982317648,8.490571777455001,69.6470588235294,73.27941176470588,267.0,51.0,,,,,,,1.6657176447133877,21.237899970095693,69.6470588235294,71.82107843137256,364,51,,,,,,,1.6657176447133877,21.237899970095693,69.6470588235294,71.82107843137256,363,51,Male lover 2,08,1.1852006003757165,15.111307654790384,69.6470588235294,72.4546568627451,1399,279.8,5,5,231,46.2,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,261,261.0,1,1,51,51.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",144.0,144.0,1.0,1.0,27.0,27.0,,,,,,,,,,,,,267,267.0,1,1,51,51.0,727,363.5,2,2,102,51.0,Empire,sop,1744
3,309,0267,Did31M,Va_crescendo,Did,Didone,Genova,C-1,,,Davide Perez,1750s,68.0,268.0,134.0,2.0,2.0,118.0,59.0,"ww,br,str","ww,br,voice,str",862,215.5,4,4,272,68.0,117,117.0,1,1,39,39.0,301.0,150.5,2.0,2.0,102.0,51.0,Did31M-Va_crescendo-1753-Perez[3.09][0267].xml,AA ,Female,"ob,hn,vn,va,bs",sadness,despair,Negative,Future,Pietro Metastasio,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.909476063152534,23.492218614718617,68.95238095238095,67.7156862745098,167,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.965346629285076,26.447772556390976,58.714285714285715,58.48587570621469,134.0,59.0,8.965346629285076,26.447772556390976,58.714285714285715,58.48587570621469,134.0,59.0,,,,,,,15.42175904290392,39.325485559404996,47.523809523809526,57.52941176470589,150.0,51.0,15.42175904290392,37.45284338990952,45.36363636363637,57.52941176470589,151.0,51.0,,,,,,,0.0,0.0,0.0,0.0,117.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1793498690531266,22.115567952400664,67.35,69.75490196078431,178.0,68.0,,,,,,,25.189122682414805,47.579453955672406,70.08108108108108,68.7549019607843,260,68,,,,,,,25.089014251945844,48.74437054663764,70.66666666666667,69.20098039215685,257,68,Female lover 1,09,14.017646776368037,33.95068564144072,60.92076825201825,63.43213069125955,1548,172.0,9,9,531,59.0,"obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,167,167.0,1,1,68,68.0,,,,,,,,,,,,,268.0,134.0,2.0,2.0,118.0,59.0,301.0,150.5,2.0,2.0,102.0,51.0,"ob,hn,sop,vn,va,bs",117.0,117.0,1.0,1.0,39.0,39.0,,,,,,,,,,,,,178,178.0,1,1,68,68.0,517,258.5,2,2,136,68.0,Italy,sop,1753
3,311,0302,Did32M,Gia_si,Did,Araspe,Prague,C-3,,,Antonio Boroni,1760s,40.0,,,,,,,str,"voice,str",1164,291.0,4,4,160,40.0,154,154.0,1,1,37,37.0,,,,,,,Did32M-Gia_si-1768-Boroni[3.11][0302].xml,AA,Male,"vn,va,bs",,,,,Pietro Metastasio,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500703197945846,8.333802131963898,71.88,69.190625,207,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,154.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500703197945846,8.333802131963898,71.88,69.190625,207.0,40.0,,,,,,,1.576639384920635,9.0093679138322,71.41379310344827,70.653125,370,40,,,,,,,1.4928201561421672,8.530400892240955,71.41379310344827,71.384375,380,40,Male lover 3,11,1.3924000451629928,8.551843267500239,71.64689655172413,70.1046875,1318,263.6,5,5,197,39.4,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,207,207.0,1,1,40,40.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",154.0,154.0,1.0,1.0,37.0,37.0,,,,,,,,,,,,,207,207.0,1,1,40,40.0,750,375.0,2,2,80,40.0,Empire,sop,1768
3,316,0211,Did32M,Gia_si,Did,Araspe,Venice,C-3,,,Andrea Bernasconi,1760s,37.0,,,,,,,"ww,str","ww,voice,str",1541,385.25,4,4,147,36.75,93,93.0,1,1,23,23.0,265.0,132.5,2.0,2.0,38.0,19.0,Did32M-Gia_si-1760-Bernasconi[3.16][0211].xml,Dal segno,Male,"ob,vn,va,bs",,,,,Pietro Metastasio,37,0.0,0.0,0.0,0.0,93.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21328560703560706,5.261044973544974,65.71428571428571,58.222972972972975,278,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9831892036593031,8.302486608678558,41.1,64.63157894736842,131.0,19.0,0.9258792621388352,7.818535991394608,41.1,64.63157894736842,134.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08396879021879022,3.106845238095238,64.6,57.564189189189186,350.0,37.0,,,,,,,0.31344246031746026,6.447959183673468,57.5,58.614583333333336,448,36,,,,,,,0.20818050193050194,5.135119047619048,65.71428571428571,58.354729729729726,465,37,Male lover 3,16,0.454657637550083,6.011998507167649,55.9547619047619,60.33660551999368,1899,271.2857142857143,7,7,208,29.714285714285715,"obI,obII,alt,vnI,vnII,va,bs",93.0,93.0,1.0,1.0,23.0,23.0,,,,,,,,,,,,,,,,,,,278,278.0,1,1,37,37.0,,,,,,,,,,,,,,,,,,,265.0,132.5,2.0,2.0,38.0,19.0,"ob,alt,vn,va,bs",,,,,,,,,,,,,,,,,,,350,350.0,1,1,37,37.0,913,456.5,2,2,73,36.5,Italy,alt,1760
